Date,Open,High,Low,Close,Adj Close,Volume
2021-10-14,142.11,143.88,141.51,143.76,141.08,69907100
2021-10-15,143.77,144.9,143.51,144.84,142.14,67940300
2021-10-18,143.45,146.84,143.16,146.55,143.82,85589200
2021-10-19,147.01,149.17,146.55,148.76,145.99,76378900
2021-10-20,148.70,149.75,148.12,149.26,146.48,58418800
2021-10-21,148.81,149.64,147.87,149.48,146.7,61421000
2021-10-22,149.69,150.18,148.64,148.69,145.92,58883400
2021-10-25,148.68,149.37,147.62,148.64,145.87,50720600
2021-10-26,149.33,150.84,149.01,149.32,146.54,60893400
2021-10-27,149.36,149.73,148.49,148.85,146.08,56094900
2021-10-28,149.82,153.17,149.72,152.57,149.73,100077900
2021-10-29,147.22,149.94,146.41,149.8,147.01,124953200
2021-11-01,148.99,149.7,147.8,148.96,146.18,74588300
2021-11-02,148.66,151.57,148.65,150.02,147.23,69122000
2021-11-03,150.39,151.97,149.82,151.49,148.67,54511500
2021-11-04,151.58,152.43,150.64,150.96,148.15,60394600
2021-11-05,151.89,152.2,150.06,151.28,148.68,65463900
2021-11-08,151.41,151.57,150.16,150.44,147.85,55020900
2021-11-09,150.20,151.43,150.06,150.81,148.22,56787900
2021-11-10,150.02,150.13,147.85,147.92,145.38,65187100
2021-11-11,148.96,149.43,147.68,147.87,145.33,41000000
2021-11-12,148.43,150.4,147.48,149.99,147.41,63804000
2021-11-15,150.37,151.88,149.43,150.0,147.42,59222800
2021-11-16,149.94,151.49,149.34,151.0,148.4,59256200
2021-11-17,151.00,155.0,150.99,153.49,150.85,88807000
2021-11-18,153.71,158.67,153.05,157.87,155.16,137827700
2021-11-19,157.65,161.02,156.53,160.55,157.79,117305600
2021-11-22,161.68,165.7,161.0,161.02,158.25,117467900
2021-11-23,161.12,161.8,159.06,161.41,158.63,96041900
2021-11-24,160.75,162.14,159.64,161.94,159.16,69463600
2021-11-26,159.57,160.45,156.36,156.81,154.11,76959800
2021-11-29,159.37,161.19,158.79,160.24,157.48,88748200
2021-11-30,159.99,165.52,159.92,165.3,162.46,174048100
2021-12-01,167.48,170.3,164.53,164.77,161.94,152052500
2021-12-02,158.74,164.2,157.8,163.76,160.94,136739200
2021-12-03,164.02,164.96,159.72,161.84,159.06,118023100
2021-12-06,164.29,167.88,164.28,165.32,162.48,107497000
2021-12-07,169.08,171.58,168.34,171.18,168.24,120405400
2021-12-08,172.13,175.96,170.7,175.08,172.07,116998900
2021-12-09,174.91,176.75,173.92,174.56,171.56,108923700
2021-12-10,175.21,179.63,174.69,179.45,176.36,115402700
2021-12-13,181.12,182.13,175.53,175.74,172.72,153237000
2021-12-14,175.25,177.74,172.21,174.33,171.33,139380400
2021-12-15,175.11,179.5,172.31,179.3,176.22,131063300
2021-12-16,179.28,181.14,170.75,172.26,169.3,150185800
2021-12-17,169.93,173.47,169.69,171.14,168.2,195432700
2021-12-20,168.28,170.58,167.46,169.75,166.83,107499100
2021-12-21,171.56,173.2,169.12,172.99,170.02,91185900
2021-12-22,173.04,175.86,172.15,175.64,172.62,92135300
2021-12-23,175.85,176.85,175.27,176.28,173.25,68356600
2021-12-27,177.09,180.42,177.07,180.33,177.23,74919600
2021-12-28,180.16,181.33,178.53,179.29,176.21,79144300
2021-12-29,179.33,180.63,178.14,179.38,176.3,62348900
2021-12-30,179.47,180.57,178.09,178.2,175.14,59773000
2021-12-31,178.09,179.23,177.26,177.57,174.52,64062300
2022-01-03,177.83,182.88,177.71,182.01,178.88,104487900
2022-01-04,182.63,182.94,179.12,179.7,176.61,99310400
2022-01-05,179.61,180.17,174.64,174.92,171.91,94537600
2022-01-06,172.70,175.3,171.64,172.0,169.04,96904000
2022-01-07,172.89,174.14,171.03,172.17,169.21,86709100
2022-01-10,169.08,172.5,168.17,172.19,169.23,106765600
2022-01-11,172.32,175.18,170.82,175.08,172.07,76138300
2022-01-12,176.12,177.18,174.82,175.53,172.51,74805200
2022-01-13,175.78,176.62,171.79,172.19,169.23,84505800
2022-01-14,171.34,173.78,171.09,173.07,170.09,80440800
2022-01-18,171.51,172.54,169.41,169.8,166.88,90956700
2022-01-19,170.00,171.08,165.94,166.23,163.37,94815000
2022-01-20,166.98,169.68,164.18,164.51,161.68,91420500
2022-01-21,164.42,166.33,162.3,162.41,159.62,122848900
2022-01-24,160.02,162.3,154.7,161.62,158.84,162294600
2022-01-25,158.98,162.76,157.02,159.78,157.03,115798400
2022-01-26,163.50,164.39,157.82,159.69,156.94,108275300
2022-01-27,162.45,163.84,158.28,159.22,156.48,121954600
2022-01-28,165.71,170.35,162.8,170.33,167.4,179935700
2022-01-31,170.16,175.0,169.51,174.78,171.77,115541600
2022-02-01,174.01,174.84,172.31,174.61,171.61,86213900
2022-02-02,174.75,175.88,173.33,175.84,172.82,84914300
2022-02-03,174.48,176.24,172.12,172.9,169.93,89418100
2022-02-04,171.68,174.1,170.68,172.39,169.64,82465400
2022-02-07,172.86,173.95,170.95,171.66,168.92,77251200
2022-02-08,171.73,175.35,171.43,174.83,172.04,74829200
2022-02-09,176.05,176.65,174.9,176.28,173.47,71285000
2022-02-10,174.14,175.48,171.55,172.12,169.38,90865900
2022-02-11,172.33,173.08,168.04,168.64,165.95,98670700
2022-02-14,167.37,169.58,166.56,168.88,166.19,86185500
2022-02-15,170.97,172.95,170.25,172.79,170.03,62527400
2022-02-16,171.85,173.34,170.05,172.55,169.8,61177400
2022-02-17,171.03,171.91,168.47,168.88,166.19,69589300
2022-02-18,169.82,170.54,166.19,167.3,164.63,82772700
2022-02-22,164.98,166.69,162.15,164.32,161.7,91162800
2022-02-23,165.54,166.15,159.75,160.07,157.52,90009200
2022-02-24,152.58,162.85,152.0,162.74,160.15,141147500
2022-02-25,163.84,165.12,160.87,164.85,162.22,91974200
2022-02-28,163.06,165.42,162.43,165.12,162.49,95056600
2022-03-01,164.70,166.6,161.97,163.2,160.6,83474400
2022-03-02,164.39,167.36,162.95,166.56,163.9,79724800
2022-03-03,168.47,168.91,165.55,166.23,163.58,76678400
2022-03-04,164.49,165.55,162.1,163.17,160.57,83737200
2022-03-07,163.36,165.02,159.04,159.3,156.76,96418800
2022-03-08,158.82,162.88,155.8,157.44,154.93,131148300
2022-03-09,161.48,163.41,159.41,162.95,160.35,91454900
2022-03-10,160.20,160.39,155.98,158.52,155.99,105342000
2022-03-11,158.93,159.28,154.5,154.73,152.26,96970100
2022-03-14,151.45,154.12,150.1,150.62,148.22,108732100
2022-03-15,150.90,155.57,150.38,155.09,152.62,92964300
2022-03-16,157.05,160.0,154.46,159.59,157.05,102300200
2022-03-17,158.61,161.0,157.63,160.62,158.06,75615400
2022-03-18,160.51,164.48,159.76,163.98,161.37,123511700
2022-03-21,163.51,166.35,163.01,165.38,162.74,95811400
2022-03-22,165.51,169.42,164.91,168.82,166.13,81532000
2022-03-23,167.99,172.64,167.65,170.21,167.5,98062700
2022-03-24,171.06,174.14,170.21,174.07,171.29,90131400
2022-03-25,173.88,175.28,172.75,174.72,171.93,80546200
2022-03-28,172.17,175.73,172.0,175.6,172.8,90371900
2022-03-29,176.69,179.01,176.34,178.96,176.11,100589400
2022-03-30,178.55,179.61,176.7,177.77,174.94,92633200
2022-03-31,177.84,178.03,174.4,174.61,171.83,103049300
2022-04-01,174.03,174.88,171.94,174.31,171.53,78751300
2022-04-04,174.57,178.49,174.44,178.44,175.59,76468400
2022-04-05,177.50,178.3,174.42,175.06,172.27,73401800
2022-04-06,172.36,173.63,170.13,171.83,169.09,89058800
2022-04-07,171.16,173.36,169.85,172.14,169.4,77594700
2022-04-08,171.78,171.78,169.2,170.09,167.38,76575500
2022-04-11,168.71,169.03,165.5,165.75,163.11,72246700
2022-04-12,168.02,169.87,166.64,167.66,164.99,79265200
2022-04-13,167.39,171.04,166.77,170.4,167.68,70618900
2022-04-14,170.62,171.27,165.04,165.29,162.65,75329400
2022-04-18,163.92,166.6,163.57,165.07,162.44,69023900
2022-04-19,165.02,167.82,163.91,167.4,164.73,67723800
2022-04-20,168.76,168.88,166.1,167.23,164.56,67929800
2022-04-21,168.91,171.53,165.91,166.42,163.77,87227800
2022-04-22,166.46,167.87,161.5,161.79,159.21,84882400
2022-04-25,161.12,163.17,158.46,162.88,160.28,96046400
2022-04-26,162.25,162.34,156.72,156.8,154.3,95623200
2022-04-27,155.91,159.79,155.38,156.57,154.07,88063200
2022-04-28,159.25,164.52,158.93,163.64,161.03,130216800
2022-04-29,161.84,166.2,157.25,157.65,155.14,131747600
2022-05-02,156.71,158.23,153.27,157.96,155.44,123055300
2022-05-03,158.15,160.71,156.32,159.48,156.94,88966500
2022-05-04,159.67,166.48,159.26,166.02,163.37,108256500
2022-05-05,163.85,164.08,154.95,156.77,154.27,130525300
2022-05-06,156.01,159.44,154.18,157.28,155.0,116124600
2022-05-09,154.93,155.83,151.49,152.06,149.86,131577900
2022-05-10,155.52,156.74,152.93,154.51,152.27,115366700
2022-05-11,153.50,155.45,145.81,146.5,144.38,142689800
2022-05-12,142.77,146.2,138.8,142.56,140.49,182602000
2022-05-13,144.59,148.1,143.11,147.11,144.98,113990900
2022-05-16,145.55,147.52,144.18,145.54,143.43,86643800
2022-05-17,148.86,149.77,146.68,149.24,147.08,78336300
2022-05-18,146.85,147.36,139.9,140.82,138.78,109742900
2022-05-19,139.88,141.66,136.6,137.35,135.36,136095600
2022-05-20,139.09,140.7,132.61,137.59,135.6,137426100
2022-05-23,137.79,143.26,137.65,143.11,141.04,117726300
2022-05-24,140.81,141.97,137.33,140.36,138.32,104132700
2022-05-25,138.43,141.79,138.34,140.52,138.48,92482700
2022-05-26,137.39,144.34,137.14,143.78,141.7,90601500
2022-05-27,145.39,149.68,145.26,149.64,147.47,90978500
2022-05-31,149.07,150.66,146.84,148.84,146.68,103718400
2022-06-01,149.90,151.74,147.68,148.71,146.55,74286600
2022-06-02,147.83,151.27,146.86,151.21,149.02,72348100
2022-06-03,146.90,147.97,144.46,145.38,143.27,88570300
2022-06-06,147.03,148.57,144.9,146.14,144.02,71598400
2022-06-07,144.35,149.0,144.1,148.71,146.55,67808200
2022-06-08,148.58,149.87,147.46,147.96,145.81,53950200
2022-06-09,147.08,147.95,142.53,142.64,140.57,69473000
2022-06-10,140.28,140.76,137.06,137.13,135.14,91437900
2022-06-13,132.87,135.2,131.44,131.88,129.97,122207100
2022-06-14,133.13,133.89,131.48,132.76,130.84,84784300
2022-06-15,134.29,137.34,132.16,135.43,133.47,91533000
2022-06-16,132.08,132.39,129.04,130.06,128.17,108123900
2022-06-17,130.07,133.08,129.81,131.56,129.65,134520300
2022-06-21,133.42,137.06,133.32,135.87,133.9,81000500
2022-06-22,134.79,137.76,133.91,135.35,133.39,73409200
2022-06-23,136.82,138.59,135.63,138.27,136.27,72433800
2022-06-24,139.90,141.91,139.77,141.66,139.61,89116800
2022-06-27,142.70,143.49,140.97,141.66,139.61,70207900
2022-06-28,142.13,143.42,137.32,137.44,135.45,67083400
2022-06-29,137.46,140.67,136.67,139.23,137.21,66242400
2022-06-30,137.25,138.37,133.77,136.72,134.74,98964500
2022-07-01,136.04,139.04,135.66,138.93,136.92,71051600
2022-07-05,137.77,141.61,136.93,141.56,139.51,73353800
2022-07-06,141.35,144.12,141.08,142.92,140.85,74064300
2022-07-07,143.29,146.55,143.28,146.35,144.23,66253700
2022-07-08,145.26,147.55,145.0,147.04,144.91,64547800
2022-07-11,145.67,146.64,143.78,144.87,142.77,63141600
2022-07-12,145.76,148.45,145.05,145.86,143.75,77588800
2022-07-13,142.99,146.45,142.12,145.49,143.38,71185600
2022-07-14,144.08,148.95,143.25,148.47,146.32,78140700
2022-07-15,149.78,150.86,148.2,150.17,147.99,76259900
2022-07-18,150.74,151.57,146.7,147.07,144.94,81420900
2022-07-19,147.92,151.23,146.91,151.0,148.81,82982400
2022-07-20,151.12,153.72,150.37,153.04,150.82,64823400
2022-07-21,154.50,155.57,151.94,155.35,153.1,65086600
2022-07-22,155.39,156.28,153.41,154.09,151.86,66675400
2022-07-25,154.01,155.04,152.28,152.95,150.73,53623900
2022-07-26,152.26,153.09,150.8,151.6,149.4,55138700
2022-07-27,152.58,157.33,152.16,156.79,154.52,78620700
2022-07-28,156.98,157.64,154.41,157.35,155.07,81378700
2022-07-29,161.24,163.63,159.5,162.51,160.15,101786900
2022-08-01,161.01,163.59,160.89,161.51,159.17,67829400
2022-08-02,160.10,162.41,159.63,160.01,157.69,59907000
2022-08-03,160.84,166.59,160.75,166.13,163.72,82507500
2022-08-04,166.01,167.19,164.43,165.81,163.41,55474100
2022-08-05,163.21,165.85,163.0,165.35,163.18,56697000
2022-08-08,166.37,167.81,164.2,164.87,162.71,60276900
2022-08-09,164.02,165.82,163.25,164.92,162.75,63135500
2022-08-10,167.68,169.34,166.9,169.24,167.02,70170500
2022-08-11,170.06,170.99,168.19,168.49,166.28,57149200
2022-08-12,169.82,172.17,169.4,172.1,169.84,68039400
2022-08-15,171.52,173.39,171.35,173.19,170.92,54091700
2022-08-16,172.78,173.71,171.66,173.03,170.76,56377100
2022-08-17,172.77,176.15,172.57,174.55,172.26,79542000
2022-08-18,173.75,174.9,173.12,174.15,171.86,62290100
2022-08-19,173.03,173.74,171.31,171.52,169.27,70346300
2022-08-22,169.69,169.86,167.14,167.57,165.37,69026800
2022-08-23,167.08,168.71,166.65,167.23,165.03,54147100
2022-08-24,167.32,168.11,166.25,167.53,165.33,53841500
2022-08-25,168.78,170.14,168.35,170.03,167.8,51218200
2022-08-26,170.57,171.05,163.56,163.62,161.47,78961000
2022-08-29,161.15,162.9,159.82,161.38,159.26,73314000
2022-08-30,162.13,162.56,157.72,158.91,156.82,77906200
2022-08-31,160.31,160.58,157.14,157.22,155.16,87991100
2022-09-01,156.64,158.42,154.67,157.96,155.89,74229900
2022-09-02,159.75,160.36,154.97,155.81,153.76,76957800
2022-09-06,156.47,157.09,153.69,154.53,152.5,73714800
2022-09-07,154.82,156.67,153.61,155.96,153.91,87449600
2022-09-08,154.64,156.36,152.68,154.46,152.43,84923800
2022-09-09,155.47,157.82,154.75,157.37,155.3,68028800
2022-09-12,159.59,164.26,159.3,163.43,161.28,104956000
2022-09-13,159.90,160.54,153.37,153.84,151.82,122656600
2022-09-14,154.79,157.1,153.61,155.31,153.27,87965400
2022-09-15,154.65,155.24,151.38,152.37,150.37,90481100
2022-09-16,151.21,151.35,148.37,150.7,148.72,162278800
2022-09-19,149.31,154.56,149.1,154.48,152.45,81474200
2022-09-20,153.40,158.08,153.08,156.9,154.84,107689800
2022-09-21,157.34,158.74,153.6,153.72,151.7,101696800
2022-09-22,152.38,154.47,150.91,152.74,150.73,86652500
2022-09-23,151.19,151.47,148.56,150.43,148.45,96029900
2022-09-26,149.66,153.77,149.64,150.77,148.79,93339400
2022-09-27,152.74,154.72,149.95,151.76,149.77,84442700
2022-09-28,147.64,150.64,144.84,149.84,147.87,146691400
2022-09-29,146.10,146.72,140.68,142.48,140.61,128138200
2022-09-30,141.28,143.1,138.0,138.2,136.39,124925300
2022-10-03,138.21,143.07,137.69,142.45,140.58,114311700
2022-10-04,145.03,146.22,144.26,146.1,144.18,87830100
2022-10-05,144.07,147.38,143.01,146.4,144.48,79471000
2022-10-06,145.81,147.54,145.22,145.43,143.52,68402200
2022-10-07,142.54,143.1,139.45,140.09,138.25,85925600
2022-10-10,140.42,141.89,138.57,140.42,138.58,74899000
2022-10-11,139.90,141.35,138.22,138.98,137.16,77033700
2022-10-12,139.13,140.36,138.16,138.34,136.52,70433700
2022-10-13,134.99,143.59,134.37,142.99,141.11,113224000
2022-10-14,144.31,144.52,138.19,138.38,136.56,88598000
2022-10-17,141.07,142.9,140.27,142.41,140.54,85250900
2022-10-18,145.49,146.7,140.61,143.75,141.86,99136600
2022-10-19,141.69,144.95,141.5,143.86,141.97,61758300
2022-10-20,143.02,145.89,142.65,143.39,141.51,64522000
2022-10-21,142.87,147.85,142.65,147.27,145.34,86548600
2022-10-24,147.19,150.23,146.0,149.45,147.49,75981900
2022-10-25,150.09,152.49,149.36,152.34,150.34,74732300
2022-10-26,150.96,151.99,148.04,149.35,147.39,88194300
2022-10-27,148.07,149.05,144.13,144.8,142.9,109180200
2022-10-28,148.20,157.5,147.82,155.74,153.7,164762400
2022-10-31,153.16,154.24,151.92,153.34,151.33,97943200
2022-11-01,155.08,155.45,149.13,150.65,148.67,80379300
2022-11-02,148.95,152.17,145.0,145.03,143.13,93604600
2022-11-03,142.06,142.8,138.75,138.88,137.06,97918500
2022-11-04,142.09,142.67,134.38,138.38,136.79,140814800
2022-11-07,137.11,139.15,135.67,138.92,137.32,83374600
2022-11-08,140.41,141.43,137.49,139.5,137.9,89908500
2022-11-09,138.50,138.55,134.59,134.87,133.32,74917800
2022-11-10,141.24,146.87,139.5,146.87,145.18,118854000
2022-11-11,145.82,150.01,144.37,149.7,147.98,93979700
2022-11-14,148.97,150.28,147.43,148.28,146.58,73374100
2022-11-15,152.22,153.59,148.56,150.04,148.32,89868300
2022-11-16,149.13,149.87,147.29,148.79,147.08,64218300
2022-11-17,146.43,151.48,146.15,150.72,148.99,80389400
2022-11-18,152.31,152.7,149.97,151.29,149.55,74829600
2022-11-21,150.16,150.37,147.72,148.01,146.31,58724100
2022-11-22,148.13,150.42,146.93,150.18,148.45,51804100
2022-11-23,149.45,151.83,149.34,151.07,149.33,58301400
2022-11-25,148.31,148.88,147.12,148.11,146.41,35195900
2022-11-28,145.14,146.64,143.38,144.22,142.56,69246000
2022-11-29,144.29,144.81,140.35,141.17,139.55,83763800
2022-11-30,141.40,148.72,140.55,148.03,146.33,111380900
2022-12-01,148.21,149.13,146.61,148.31,146.61,71250400
2022-12-02,145.96,148.0,145.65,147.81,146.11,65447400
2022-12-05,147.77,150.92,145.77,146.63,144.94,68826400
2022-12-06,147.07,147.3,141.92,142.91,141.27,64727200
2022-12-07,142.19,143.37,140.0,140.94,139.32,69721100
2022-12-08,142.36,143.52,141.1,142.65,141.01,62128300
2022-12-09,142.34,145.57,140.9,142.16,140.53,76097000
2022-12-12,142.70,144.5,141.06,144.49,142.83,70462700
2022-12-13,149.50,149.97,144.24,145.47,143.8,93886200
2022-12-14,145.35,146.66,141.16,143.21,141.56,82291200
2022-12-15,141.11,141.8,136.03,136.5,134.93,98931900
2022-12-16,136.69,137.65,133.73,134.51,132.96,160156900
2022-12-19,135.11,135.2,131.32,132.37,130.85,79592600
2022-12-20,131.39,133.25,129.89,132.3,130.78,77432800
2022-12-21,132.98,136.81,132.75,135.45,133.89,85928000
2022-12-22,134.35,134.56,130.3,132.23,130.71,77852100
2022-12-23,130.92,132.42,129.64,131.86,130.34,63814900
2022-12-27,131.38,131.41,128.72,130.03,128.54,69007800
2022-12-28,129.67,131.03,125.87,126.04,124.59,85438400
2022-12-29,127.99,130.48,127.73,129.61,128.12,75703700
2022-12-30,128.41,129.95,127.43,129.93,128.44,77034200
2023-01-03,130.28,130.9,124.17,125.07,123.63,112117500
2023-01-04,126.89,128.66,125.08,126.36,124.91,89113600
2023-01-05,127.13,127.77,124.76,125.02,123.58,80962700
2023-01-06,126.01,130.29,124.89,129.62,128.13,87754700
2023-01-09,130.47,133.41,129.89,130.15,128.65,70790800
2023-01-10,130.26,131.26,128.12,130.73,129.23,63896200
2023-01-11,131.25,133.51,130.46,133.49,131.96,69458900
2023-01-12,133.88,134.26,131.44,133.41,131.88,71379600
2023-01-13,132.03,134.92,131.66,134.76,133.21,57809700
2023-01-17,134.83,137.29,134.13,135.94,134.38,63646600
2023-01-18,136.82,138.61,135.03,135.21,133.66,69672800
2023-01-19,134.08,136.25,133.77,135.27,133.72,58280400
2023-01-20,135.28,138.02,134.22,137.87,136.29,80223600
2023-01-23,138.12,143.32,137.9,141.11,139.49,81760300
2023-01-24,140.31,143.16,140.3,142.53,140.89,66435100
2023-01-25,140.89,142.43,138.81,141.86,140.23,65799300
2023-01-26,143.17,144.25,141.9,143.96,142.31,54105100
2023-01-27,143.16,147.23,143.08,145.93,144.25,70555800
2023-01-30,144.96,145.55,142.85,143.0,141.36,64015300
2023-01-31,142.70,144.34,142.28,144.29,142.63,65874500
2023-02-01,143.97,146.61,141.32,145.43,143.76,77663600
2023-02-02,148.90,151.18,148.17,150.82,149.09,118339000
2023-02-03,148.03,157.38,147.83,154.5,152.72,154357300
2023-02-06,152.57,153.1,150.78,151.73,149.99,69858300
2023-02-07,150.64,155.23,150.64,154.65,152.87,83322600
2023-02-08,153.88,154.58,151.17,151.92,150.17,64120100
2023-02-09,153.78,154.33,150.42,150.87,149.14,56007100
2023-02-10,149.46,151.34,149.22,151.01,149.5,57450700
2023-02-13,150.95,154.26,150.92,153.85,152.31,62199000
2023-02-14,152.12,153.77,150.86,153.2,151.67,61707600
2023-02-15,153.11,155.5,152.88,155.33,153.78,65573800
2023-02-16,153.51,156.33,153.35,153.71,152.18,68167900
2023-02-17,152.35,153.0,150.85,152.55,151.03,59144100
2023-02-21,150.20,151.3,148.41,148.48,147.0,58867200
2023-02-22,148.87,149.95,147.16,148.91,147.42,51011300
2023-02-23,150.09,150.34,147.24,149.4,147.91,48394200
2023-02-24,147.11,147.19,145.72,146.71,145.25,55469600
2023-02-27,147.71,149.17,147.45,147.92,146.44,44998500
2023-02-28,147.05,149.08,146.83,147.41,145.94,50547000
2023-03-01,146.83,147.23,145.01,145.31,143.86,55479000
2023-03-02,144.38,146.71,143.9,145.91,144.45,52238100
2023-03-03,148.04,151.11,147.33,151.03,149.52,70732300
2023-03-06,153.79,156.3,153.46,153.83,152.29,87558000
2023-03-07,153.70,154.03,151.13,151.6,150.09,56182000
2023-03-08,152.81,153.47,151.83,152.87,151.34,47204800
2023-03-09,153.56,154.54,150.23,150.59,149.09,53833600
2023-03-10,150.21,150.94,147.61,148.5,147.02,68572400
2023-03-13,147.81,153.14,147.7,150.47,148.97,84457100
2023-03-14,151.28,153.4,150.1,152.59,151.07,73695900
2023-03-15,151.19,153.25,149.92,152.99,151.46,77167900
2023-03-16,152.16,156.46,151.64,155.85,154.29,76161100
2023-03-17,156.08,156.74,154.28,155.0,153.45,98944600
2023-03-20,155.07,157.82,154.15,157.4,155.83,73641400
2023-03-21,157.32,159.4,156.54,159.28,157.69,73938300
2023-03-22,159.30,162.14,157.81,157.83,156.25,75701800
2023-03-23,158.83,161.55,157.68,158.93,157.34,67622100
2023-03-24,158.86,160.34,157.85,160.25,158.65,59196500
2023-03-27,159.94,160.77,157.87,158.28,156.7,52390300
2023-03-28,157.97,158.49,155.98,157.65,156.08,45992200
2023-03-29,159.37,161.05,159.35,160.77,159.16,51305700
2023-03-30,161.53,162.47,161.27,162.36,160.74,49501700
2023-03-31,162.44,165.0,161.91,164.9,163.25,68749800
2023-04-03,164.27,166.29,164.22,166.17,164.51,56976200
2023-04-04,166.60,166.84,165.11,165.63,163.98,46278300
2023-04-05,164.74,165.05,161.8,163.76,162.13,51511700
2023-04-06,162.43,164.96,162.0,164.66,163.02,45390100
2023-04-10,161.42,162.03,160.08,162.03,160.41,47716900
2023-04-11,162.35,162.36,160.51,160.8,159.19,47644200
2023-04-12,161.22,162.06,159.78,160.1,158.5,50133100
2023-04-13,161.63,165.8,161.42,165.56,163.91,68445600
2023-04-14,164.59,166.32,163.82,165.21,163.56,49386500
2023-04-17,165.09,165.39,164.03,165.23,163.58,41516200
2023-04-18,166.10,167.41,165.65,166.47,164.81,49923000
2023-04-19,165.80,168.16,165.54,167.63,165.96,47720200
2023-04-20,166.09,167.87,165.56,166.65,164.99,52456400
2023-04-21,165.05,166.45,164.49,165.02,163.37,58337300
2023-04-24,165.00,165.6,163.89,165.33,163.68,41949600
2023-04-25,165.19,166.31,163.73,163.77,162.13,48714100
2023-04-26,163.06,165.28,162.8,163.76,162.13,45498800
2023-04-27,165.19,168.56,165.19,168.41,166.73,64902300
2023-04-28,168.49,169.85,167.88,169.68,167.99,55209200
2023-05-01,169.28,170.45,168.64,169.59,167.9,52472900
2023-05-02,170.09,170.35,167.54,168.54,166.86,48425700
2023-05-03,169.50,170.92,167.16,167.45,165.78,65136000
2023-05-04,164.89,167.04,164.31,165.79,164.13,81235400
2023-05-05,170.98,174.3,170.76,173.57,171.84,113316400
2023-05-08,172.48,173.85,172.11,173.5,171.77,55962800
2023-05-09,173.05,173.54,171.6,171.77,170.06,45326900
2023-05-10,173.02,174.03,171.9,173.56,171.83,53724500
2023-05-11,173.85,174.59,172.17,173.75,172.02,49514700
2023-05-12,173.62,174.06,171.0,172.57,171.08,45497800
2023-05-15,173.16,173.21,171.47,172.07,170.59,37266700
2023-05-16,171.99,173.14,171.8,172.07,170.59,42110300
2023-05-17,171.71,172.93,170.42,172.69,171.2,57951600
2023-05-18,173.00,175.24,172.58,175.05,173.54,65496700
2023-05-19,176.39,176.39,174.94,175.16,173.65,55772400
2023-05-22,173.98,174.71,173.45,174.2,172.7,43570900
2023-05-23,173.13,173.38,171.28,171.56,170.08,50747300
2023-05-24,171.09,172.42,170.52,171.84,170.36,45143500
2023-05-25,172.41,173.9,171.69,172.99,171.5,56058300
2023-05-26,173.32,175.77,173.11,175.43,173.92,54835000
2023-05-30,176.96,178.99,176.57,177.3,175.77,55964400
2023-05-31,177.33,179.35,176.76,177.25,175.72,99625300
2023-06-01,177.70,180.12,176.93,180.09,178.54,68901800
2023-06-02,181.03,181.78,179.26,180.95,179.39,61945900
2023-06-05,182.63,184.95,178.04,179.58,178.03,121946500
2023-06-06,179.97,180.12,177.43,179.21,177.67,64848400
2023-06-07,178.44,181.21,177.32,177.82,176.29,61944600
2023-06-08,177.90,180.84,177.46,180.57,179.01,50214900
2023-06-09,181.50,182.23,180.63,180.96,179.4,48870700
2023-06-12,181.27,183.89,180.97,183.79,182.21,54274900
2023-06-13,182.80,184.15,182.44,183.31,181.73,54929100
2023-06-14,183.37,184.39,182.02,183.95,182.37,57462900
2023-06-15,183.96,186.52,183.78,186.01,184.41,65433200
2023-06-16,186.73,186.99,184.27,184.92,183.33,101235600
2023-06-20,184.41,186.1,184.41,185.01,183.42,49799100
2023-06-21,184.90,185.41,182.59,183.96,182.38,49515700
2023-06-22,183.74,187.05,183.67,187.0,185.39,51245300
2023-06-23,185.55,187.56,185.01,186.68,185.07,53079300
2023-06-26,186.83,188.05,185.23,185.27,183.67,48088700
2023-06-27,185.89,188.39,185.67,188.06,186.44,50730800
2023-06-28,187.93,189.9,187.6,189.25,187.62,51216800
2023-06-29,189.08,190.07,188.94,189.59,187.96,46347300
2023-06-30,191.63,194.48,191.26,193.97,192.3,85069600
2023-07-03,193.78,193.88,191.76,192.46,190.8,31458200
2023-07-05,191.57,192.98,190.62,191.33,189.68,46920300
2023-07-06,189.84,192.02,189.2,191.81,190.16,45094300
2023-07-07,191.41,192.67,190.24,190.68,189.04,46778000
2023-07-10,189.26,189.99,187.04,188.61,186.99,59922200
2023-07-11,189.16,189.3,186.6,188.08,186.46,46638100
2023-07-12,189.68,191.7,188.47,189.77,188.14,60750200
2023-07-13,190.50,191.19,189.78,190.54,188.9,41342300
2023-07-14,190.23,191.18,189.63,190.69,189.05,41573900
2023-07-17,191.90,194.32,191.81,193.99,192.32,50520200
2023-07-18,193.35,194.33,192.42,193.73,192.06,48353800
2023-07-19,193.10,198.23,192.65,195.1,193.42,80507300
2023-07-20,195.09,196.47,192.5,193.13,191.47,59581200
2023-07-21,194.10,194.97,191.23,191.94,190.29,71917800
2023-07-24,193.41,194.91,192.25,192.75,191.09,45377800
2023-07-25,193.33,194.44,192.92,193.62,191.95,37283200
2023-07-26,193.67,195.64,193.32,194.5,192.82,47471900
2023-07-27,196.02,197.2,192.55,193.22,191.56,47460200
2023-07-28,194.67,196.63,194.14,195.83,194.14,48291400
2023-07-31,196.06,196.49,195.26,196.45,194.76,38824100
